rho,t,h
0.07795881850447017,-0.5984641594432175,1.4871268733023892
0.12098437156102834,-0.5428296972482786,1.242867376140748
0.06142122049086728,0.16024266545587054,0.6013866924039031
0.13867013866752737,-0.6957883604790367,1.5382305489356098
0.19899266551762657,-0.6350742328969714,1.1819526209280258
0.19862208307242596,0.5793044780649137,0.6062756600084092
0.1432554432385427,0.3922551475051407,0.7954745142226137
0.12248680275786177,-0.0535119505211025,0.7124967095834219
0.14272753506077968,-0.25225534651242204,0.5046515334727387
0.13398220775764844,-0.2823161803689681,1.4654240325000756
0.23537413773027158,0.7588959276469028,1.1399911444702568
0.16184277732321856,-0.7846334998390923,1.561806519131221
0.2004623368319045,0.6727806497341113,1.0586340327268144
0.05159960104438737,0.07366063772578446,0.6870349020806652
0.2119740698965768,0.333695108967895,0.8534326304153754
0.2393646601987325,-0.4621368465865315,0.9478538737178394
0.16718476041369812,0.027065872828377913,0.7773604844391697
0.19306940066200298,0.4384372788985326,0.5587254879057337
0.1689937957729285,-0.24510319212491805,1.0381341023667188
0.06277535352156555,-0.1457607872672714,0.9127870712473968
0.18061308162329423,0.5904457744086633,1.39754499598195
0.09451326333359458,-0.4453316199357243,1.119359465290947
0.05517782789863278,-0.03568846177117635,1.4965611407415809
0.1786069769879051,0.07928056656320859,0.5011874689015257
0.1985941884660471,0.4861125832393066,1.3802284791664006
0.14771124424817084,-0.15602005039801536,0.7670800923569219
0.13600293535489225,-0.4720160846754395,1.4442204806242458
0.2299281959768223,0.28067352608503277,0.9990596663684707
0.17234808633912005,0.21089121058704985,0.5513470581224326
0.08606357732556293,0.7283787069193981,1.0215575690189111
0.1875158203022992,0.26071851308700394,0.5169559091323286
0.16932880829323183,-0.39654957308840333,1.3906862249127223
0.1095469399332673,-0.1761662712725638,0.953485145854146
0.08793750141851296,-0.7958591941986015,1.5397967405812367
0.17575124064076528,0.05466895959944314,1.3450410881788473
0.1827053632705708,-0.24262956467882724,1.4831578874470894
0.19736273051601363,-0.6533310936857613,1.2574525953699094
0.1778356586931396,0.5305905721062809,0.4796511232964003
0.129768092341554,0.27886913333144075,1.0180031500667819
0.11594597884131103,-0.5138795932678439,0.9669403458041174
0.08344740768607913,0.12281914793228897,1.1241973474945577
0.14412055870534107,-0.593346263629091,0.6158884970986614
0.1097645324802348,0.25004288795409496,0.5810676855129207
0.17360203587564624,-0.5270881708067424,0.9687907555125652
0.20177959238431287,0.5840779150658494,0.9956650666864847
0.20193314500593193,0.7716639798837749,1.30051061689029
0.06769637260937182,-0.24782852021888804,0.9364436306967855
0.1192185501042061,-0.7509701766072768,1.0794615714841087
0.17213782674805064,-0.08521910731774157,0.6361829853097447
0.15855075158574344,-0.28872715442768976,1.272076333152932
0.18315820656092463,0.16201255549270055,1.35013734771745
0.17353568372722458,-0.07043710541713359,1.2995614151958197
0.05166723169327168,0.7675177530243362,1.441241877555804
0.22083071148637623,0.37599869948217535,0.8467619164106603
0.13971395343664925,0.3262795013508207,1.3905750951335838
0.20878137620798878,0.3520775382846516,1.3613170318294228
0.22119853097194003,0.2082486481436428,0.5265491493179759
0.1395812944766555,-0.21732795568969987,0.8627511346220385
0.05973530606457281,-0.05278182210494862,1.3853073689989372
0.2242114756384311,0.6633635897087766,1.31556770022514
0.10641593978605926,-0.07427359972105148,0.7744411499558208
0.16098156200257985,-0.39020667321584424,0.9146481748504054
0.1589777633071407,0.728383435535471,1.3850554202416028
0.14827658724497328,-0.3881617504003376,1.0554532596104518
0.1492242460692979,0.35153205723970393,1.3878736067299913
0.22290232570810906,-0.056528310401803596,1.3677452800578822
0.07808525813493349,-0.02687532431502362,0.6771995096771223
0.13923550326750447,0.7944902165296643,0.9575489380291592
0.08974091274065467,0.4450387238310546,1.2541125672494957
0.14497062585563533,-0.5144396660463111,0.6549356302735888
0.18341339512953922,0.7195001587544683,0.47829172578531015
0.0953509566141957,-0.19113671403835683,0.45839710509292403
0.19293057596963403,-0.7252129862458525,1.3172762974359644
0.13763765073547876,0.5173413280885877,1.272246864592685
0.13782691057295104,-0.6549333100811229,1.101301018132082
0.2307642351677175,-0.15778544802955388,1.3870663536451877
0.226814490130508,0.47307844726328235,0.7151481444938221
0.1572893773904397,-0.2477520366494538,1.2543933634806643
0.15601989923583148,-0.14742936178434327,1.5144109697781227
0.10253965130672758,-0.7046290591328932,1.3971941982397256
0.17703042972244062,0.727465451199376,0.9041792202602607
0.18223727796675604,-0.0500623491083557,1.2658006339476113
0.22887747635180355,0.4458913774539898,0.9259847133667027
0.0682872640471109,0.3134954394185025,0.6187387186674392
0.12936515680462446,-0.5224528384408403,1.0951603123557445
0.1525872110866022,-0.20714961734534665,0.5785390752045881
0.11039439876654923,0.479775481728311,0.7443564390145158
0.1491095895569907,0.014956688975698818,1.3967746140428814
